-20.0;-108.0;109.83624174196785;79.50852298766841;forza risultante;308.3333333333372;244.31999999999348
-142.0;-135.0;195.93111034238538;43.552400313143536;drawVector0;308.3333333333372;244.31999999999348
-3.0;-4.0;5.0;53.13010235415598;drawVector1;308.3333333333372;244.31999999999348
-77.0;3.0;77.05841939723393;-2.231174608031251;drawVector2;308.3333333333372;244.31999999999348
10.0;11.0;14.866068747318506;47.72631099390627;drawVector3;308.3333333333372;244.31999999999348
-36.0;0.0;36.0;-0.0;drawVector4;308.3333333333372;244.31999999999348
-39.0;66.0;76.66159403508382;-59.42077312751099;drawVector5;308.3333333333372;244.31999999999348
2.0;-5.0;5.385164807134504;-68.19859051364818;drawVector6;308.3333333333372;244.31999999999348
-116.0;43.0;123.71337841963576;-20.339222112652223;drawVector7;308.3333333333372;244.31999999999348
10.0;0.0;10.0;0.0;drawVector8;308.3333333333372;244.31999999999348
-76.0;25.0;80.00624975587844;-18.208484470580828;drawVector9;308.3333333333372;244.31999999999348
0.0;0.0;0.0;NaN;drawVector10;308.3333333333372;244.31999999999348
-78.0;54.0;94.86832980505137;-34.69515353123397;drawVector11;308.3333333333372;244.31999999999348
37.0;-25.0;44.654227123532216;-34.04593735660166;drawVector12;308.3333333333372;244.31999999999348
-45.0;-10.0;46.09772228646444;12.528807709151511;drawVector13;308.3333333333372;244.31999999999348
-2.0;109.0;109.01834707974616;-88.94881925045625;drawVector14;308.3333333333372;244.31999999999348
-108.0;-75.0;131.48764200486676;34.77783136636388;drawVector15;308.3333333333372;244.31999999999348
53.0;107.0;119.40686747419514;63.64953875405141;drawVector16;308.3333333333372;244.31999999999348
32.0;96.0;101.19288512538814;71.56505117707799;drawVector17;308.3333333333372;244.31999999999348
-15.0;-50.0;52.20153254455275;73.30075576600639;drawVector18;308.3333333333372;244.31999999999348
-15.0;-53.0;55.08175741568164;74.19748604606448;drawVector19;308.3333333333372;244.31999999999348
-15.0;-49.0;51.24451190127583;72.97947438848014;drawVector20;308.3333333333372;244.31999999999348
-159.0;4.0;159.05030650709227;-1.4410992921221446;drawVector21;308.3333333333372;244.31999999999348
320.0;114.0;339.69986753014786;19.608441271890275;drawVector22;308.3333333333372;244.31999999999348
170.0;152.0;228.04385543136215;41.80046029043743;drawVector23;308.3333333333372;244.31999999999348
55.0;-358.0;362.2002208723788;-81.26586455916426;drawVector24;308.3333333333372;244.31999999999348
34.0;-149.0;152.82997088267732;-77.14588263101106;drawVector25;308.3333333333372;244.31999999999348
73.0;-177.0;191.4627901186024;-67.58731053136572;drawVector26;308.3333333333372;244.31999999999348
297.0;7.0;297.0824801296771;1.3501556114659943;drawVector27;308.3333333333372;244.31999999999348
356.0;86.0;366.24035823486196;13.58092235493508;drawVector28;308.3333333333372;244.31999999999348
407.0;166.0;439.5509071768593;22.188700787593845;drawVector29;308.3333333333372;244.31999999999348
0.0;-13.0;13.0;-90.0;drawVector30;308.3333333333372;244.31999999999348
-155.0;-89.0;178.73443988218946;29.864164496251956;drawVector31;308.3333333333372;244.31999999999348
-48.0;229.0;233.97649454592656;-78.16178947497221;drawVector32;308.3333333333372;244.31999999999348
-186.0;72.0;199.44924166313595;-21.161259816828277;drawVector33;308.3333333333372;244.31999999999348
-92.0;-69.0;115.0;36.86989764584402;drawVector34;308.3333333333372;244.31999999999348
-150.0;-135.0;201.80436070610565;41.98721249581666;drawVector35;308.3333333333372;244.31999999999348
-28.0;-61.0;67.11929677819934;65.34410125591839;drawVector36;308.3333333333372;244.31999999999348
-121.0;-190.0;225.257630281418;57.5092994431321;drawVector37;308.3333333333372;244.31999999999348
-173.0;55.0;181.53236626012455;-17.636453072608305;drawVector38;308.3333333333372;244.31999999999348
-137.0;-5.0;137.09121051329294;2.0901591537106845;drawVector39;308.3333333333372;244.31999999999348
-128.0;178.0;219.24415613648634;-54.28004568770969;drawVector40;308.3333333333372;244.31999999999348
-4.0;58.0;58.137767414994535;-86.05481377096244;drawVector41;308.3333333333372;244.31999999999348
-64.0;145.0;158.4960567332828;-66.1843288450461;drawVector42;308.3333333333372;244.31999999999348
168.0;-118.0;205.2997808084558;-35.083473879092736;drawVector43;308.3333333333372;244.31999999999348
